Bear,Sex,Age,Offspring,Out of den,Into den,Current status,Column1,Year
697,Male,Adult,,No,No,Cast,,2012
698,Male,Adult,,No,No,Cast,,2012
699,Male,Adult,,No,No,Cast,,2012
700,Male,Adult,,No,No,Cast,,2012
701,Male,Adult,,No,Yes,active,,2012
702,Female,Subadult,,No,Yes,active,,2012
703,Female,Adult,3 yearlings,No,Yes,active,,2012
704,Male,Subadult,,No,No,Cast,,2012
705,Male,Subadult,,No,No,Cast,,2012
706,Female,Adult,None,No,Yes,active,,2012
707,Female,Adult,2 COY,No,Yes,active,,2012
708,Female,Adult,None,No,Yes,active,,2012
709,Male,Adult,,No,Yes,active,,2012
710,Male,Subadult,,No,No,Cast,,2012
711,Male,Adult,,No,Yes,active,,2012
712,Male,Adult,,No,No,Cast,,2012
713,Male,Subadult,,No,Yes,active,,2012
714,Female,Adult,2 yearlings,No,Yes,active,,2012
715,Male,Adult,,No,Yes,missing,,2012
716,Female,Adult,None,No,Yes,active,,2012
717,Male,Subadult,,No,Yes,active,,2012
718,Female,Adult,None,No,Yes,active,,2012
719,Male,Adult,,No,Yes,missing,,2012
720,Female,Adult,1 COY,No,Yes,active,,2012
721,Female,Adult,None,No,Yes,active,,2012
722,Male,Adult,,No,No,killed,,2012
723,Male,Adult,,No,Yes,active,,2012
724,Female,Adult,None,No,Yes,active,,2012
725,Female,Adult,2 yearlings,No,Yes,active,,2012
726,Male,Adult,,No,No,killed,,2012
727,Male,Adult,,No,Yes,active,,2012
728,Female,Subadult,,No,Yes,active,,2012
729,Male,Adult,,No,Yes,active,,2012
730,Male,Adult,,No,Yes,active,,2012
731,Male,Subadult,,No,Yes,active,,2012
732,Female,Adult,None,No,Yes,active,,2012
733,Male,Subadult,,No,Yes,active,,2012
734,Female,Adult,None,No,Yes,active,,2012
735,Female,COY,,No,Yes,active,,2012
736,Male,Adult,,No,Yes,active,,2012
737,Male,Subadult,,No,No,Cast,,2012
738,Male,Adult,,No,Yes,active,,2012
739,Female,Subadult,,No,Yes,active,,2012
155,Male,Adult,,No,Yes,Active,,2011
204,Male,Adult,,No,Yes,Active,,2011
211,Male,Adult,,No,Yes,Active,,2011
227,Male,Adult,,Yes,No,Cast,,2011
281,Male,Adult,,No,Yes,Active,,2011
315,Female,Adult,Not seen,Yes,No,Cast,,2011
321,Female,Adult,1 yearling,No,Yes,Active,,2011
323,Male,Adult,,Yes,No,Cast,,2011
332,Female,Adult,None,Yes,Yes,Active,,2011
337,Female,Adult,3 COY,Yes,Yes,Active,,2011
360,Female,Adult,None,No,No,Cast,,2011
394,Male,Adult,,No,Yes,Active,,2011
400,Male,Adult,,Yes,Yes,Active,,2011
416,Female,Adult,None,No,Yes,Active,,2011
423,Female,Adult,None,No,Yes,Active,,2011
448,Female,Adult,None,Yes,Yes,Active,,2011
465,Male,Adult,,No,Yes,Active,,2011
481,Female,Adult,None,Yes,Yes,Active,,2011
493,Male,Adult,,No,No,Cast,,2011
515,Male,Adult,,No,Yes,Active,,2011
517,Female,Adult,None,Yes,Yes,Active,,2011
524,Male,Adult,,No,Yes,Active,,2011
526,Male,Adult,,Yes,No,Cast,,2011
533,Female,Adult,Not seen,Yes,No,Cast,,2011
541,Female,Adult,None,No,Yes,Active,,2011
552,Male,Adult,,No,Yes,Active,,2011
556,Male,Adult,,Yes,No,Cast,,2011
566,Male,Adult,,Yes,Yes,Active,,2011
586,Male,Adult,,No,No,Cast,,2011
587,Male,Adult,,Yes,No,Cast,,2011
589,Male,Adult,,Yes,No,Cast,,2011
593,Male,Adult,,No,Yes,Active,,2011
594,Male,Adult,,Yes,No,Cast,,2011
611,Male,Adult,,No,Yes,Active,,2011
613,Female,Adult,Not seen,No,No,Cast,,2011
618,Male,Adult,,Yes,No,Cast,,2011
620,Female,Adult,2 yearlings,Yes,No,Cast,,2011
622,Male,Adult,,Yes,No,Cast,,2011
623,Male,Adult,,No,Yes,Active,,2011
627,Female,Adult,2 2-year-olds,Yes,Yes,Active,,2011
628,Female,Adult,None,Yes,No,Removed,,2011
630,Male,Adult,,Yes,No,Cast,,2011
631,Female,Adult,Not seen,Yes,No,Missing,,2011
636,Male,Adult,,Yes,No,Cast,,2011
643,Male,Adult,,Yes,No,Cast,,2011
644,Male,Adult,,Yes,No,Cast,,2011
645,Female,Adult,None,Yes,Yes,Active,,2011
647,Male,Subadult,,Yes,No,Cast,,2011
648,Male,Adult,,Yes,No,Cast,,2011
650,Female,Adult,Not seen,Yes,No,Cast,,2011
653,Male,Subadult,,Yes,No,Cast,,2011
655,Male,Subadult,,Yes,No,Cast,,2011
656,Male,Subadult,,Yes,No,Cast,,2011
657,Male,Subadult,,Yes,No,Cast,,2011
658,Female,Adult,2 COY,Yes,Yes,Active,,2011
659,Male,Adult,,Yes,Yes,Active,,2011
661,Female,Adult,1 COY,Yes,Yes,Active,,2011
662,Female,Adult,None,Yes,Yes,Active,,2011
663,Female,Adult,None,Yes,Yes,Active,,2011
664,Male,Adult,,Yes,No,Cast,,2011
665,Female,Adult,None,Yes,No,Cast,,2011
666,Female,Adult,None,Yes,No,Removed,,2011
667,Female,Adult,Not seen,Yes,No,Cast,,2011
668,Male,Adult,,No,No,Cast,,2011
669,Male,Subadult,,No,No,Cast,,2011
670,Male,Adult,,No,No,Cast,,2011
671,Male,Adult,,No,No,Missing,,2011
672,Female,Subadult,,No,Yes,Active,,2011
673,Male,Adult,,No,Yes,Active,,2011
674,Male,Adult,,No,No,Cast,,2011
675,Male,Adult,,No,No,Cast,,2011
676,Female,Subadult,,No,Yes,Active,,2011
